Name,ActiveCases,Recovered,Death,Total cases,Date
Ladakh,24,17,0,41,5/6/2020
Madhya Pradesh,1873,1000,176,3049,5/6/2020
Maharashtra,12089,2819,617,15525,5/6/2020
Manipur,0,2,0,2,5/6/2020
Meghalaya,1,10,1,12,5/6/2020
Mizoram,1,0,0,1,5/6/2020
Odisha,114,60,1,175,5/6/2020
Puducherry,3,6,0,9,5/6/2020
Punjab,1293,133,25,1451,5/6/2020
Rajasthan,1544,1525,89,3158,5/6/2020
Tamil Nadu,2540,1485,33,4058,5/6/2020
Telangana,482,585,29,1096,5/6/2020
Tripura,41,2,0,43,5/6/2020
Uttar Pradesh,1837,987,56,2880,5/6/2020
Uttarakhand,21,39,1,61,5/6/2020
West Bengal,840,364,140,1344,5/6/2020
Andaman and Nicobar Islands,1,32,0,33,5/7/2020
Andhra Pradesh,1012,729,36,1777,5/7/2020
Arunachal Pradesh,0,1,0,1,5/7/2020
Assam,12,32,1,45,5/7/2020
Bihar,350,188,4,542,5/7/2020
Chandigarh,98,21,1,120,5/7/2020
Chhattisgarh,23,36,0,59,5/7/2020
Dadar Nagar Haveli,1,0,0,1,5/7/2020
Delhi,3925,1542,65,5532,5/7/2020
Goa,0,7,0,7,5/7/2020
Gujarat,4729,1500,396,6625,5/7/2020
Haryana,327,260,7,594,5/7/2020
Himachal Pradesh,5,38,2,45,5/7/2020
Jammu and Kashmir,445,322,8,775,5/7/2020
Jharkhand,87,37,3,127,5/7/2020
Karnataka,310,354,29,693,5/7/2020
Kerala,30,469,4,503,5/7/2020
Ladakh,24,17,0,41,5/7/2020
Madhya Pradesh,1854,1099,185,3138,5/7/2020
Maharashtra,13013,3094,651,16758,5/7/2020
Manipur,0,2,0,2,5/7/2020
Meghalaya,1,10,1,12,5/7/2020
Mizoram,1,0,0,1,5/7/2020
Odisha,122,61,2,185,5/7/2020
Puducherry,3,6,0,9,5/7/2020
Punjab,1354,135,27,1516,5/7/2020
Rajasthan,1629,1596,92,3317,5/7/2020
Tamil Nadu,3278,1516,35,4829,5/7/2020
Telangana,450,628,29,1107,5/7/2020
Tripura,41,2,0,43,5/7/2020
Uttar Pradesh,1808,1130,60,2998,5/7/2020
Uttarakhand,21,39,1,61,5/7/2020
West Bengal,948,364,144,1456,5/7/2020
Andaman and Nicobar Islands,0,33,0,33,5/8/2020
Andhra Pradesh,1029,780,38,1847,5/8/2020
Arunachal Pradesh,0,1,0,1,5/8/2020
Assam,19,34,1,54,5/8/2020
Bihar,299,246,5,550,5/8/2020
Chandigarh,113,21,1,135,5/8/2020
Chhattisgarh,21,38,0,59,5/8/2020
Dadar Nagar Haveli,1,0,0,1,5/8/2020
Delhi,3983,1931,66,5980,5/8/2020
Goa,0,7,0,7,5/8/2020
Gujarat,4878,1709,425,7012,5/8/2020
Haryana,358,260,7,625,5/8/2020
Himachal Pradesh,6,38,2,46,5/8/2020
Jammu and Kashmir,449,335,9,793,5/8/2020
Jharkhand,88,41,3,132,5/8/2020
Karnataka,309,366,30,705,5/8/2020
Kerala,25,474,4,503,5/8/2020
Ladakh,25,17,0,42,5/8/2020
Madhya Pradesh,1828,1231,193,3252,5/8/2020
Maharashtra,13979,3301,694,17974,5/8/2020
Manipur,0,2,0,2,5/8/2020
Meghalaya,1,10,1,12,5/8/2020
Mizoram,1,0,0,1,5/8/2020
Odisha,155,62,2,219,5/8/2020
Puducherry,3,6,0,9,5/8/2020
Punjab,1467,149,28,1644,5/8/2020
Rajasthan,1734,1596,97,3427,5/8/2020
Tamil Nadu,3825,1547,37,5409,5/8/2020
Telangana,444,650,29,1123,5/8/2020
Tripura,63,2,0,65,5/8/2020
Uttar Pradesh,1759,1250,62,3071,5/8/2020
Uttarakhand,21,39,1,61,5/8/2020
West Bengal,1033,364,151,1548,5/8/2020
Andaman and Nicobar Islands,0,33,0,33,5/9/2020
Andhra Pradesh,1004,842,41,1887,5/9/2020
Arunachal Pradesh,0,1,0,1,5/9/2020
Assam,24,34,1,59,5/9/2020
Bihar,269,297,5,571,5/9/2020
Chandigarh,128,21,1,150,5/9/2020
Chhattisgarh,21,38,0,59,5/9/2020
Dadar Nagar Haveli,1,0,0,1,5/9/2020
Delhi,4230,2020,68,6318,5/9/2020
Goa,0,7,0,7,5/9/2020
Gujarat,5081,1872,449,7402,5/9/2020
Haryana,360,279,8,647,5/9/2020
Himachal Pradesh,10,38,2,50,5/9/2020
Jammu and Kashmir,450,364,9,823,5/9/2020
Jharkhand,77,52,3,132,5/9/2020
Karnataka,347,376,30,753,5/9/2020
Kerala,15,484,4,503,5/9/2020
Ladakh,25,17,0,42,5/9/2020
Madhya Pradesh,1792,1349,200,3341,5/9/2020
Maharashtra,14862,3470,731,19063,5/9/2020
Manipur,0,2,0,2,5/9/2020
Meghalaya,1,10,1,12,5/9/2020
Mizoram,1,0,0,1,5/9/2020
Odisha,206,63,2,271,5/9/2020
Puducherry,3,6,0,9,5/9/2020
Punjab,1550,152,29,1731,5/9/2020
Rajasthan,1562,1916,101,3579,5/9/2020
Tamil Nadu,4364,1605,40,6009,5/9/2020
Telangana,404,700,29,1133,5/9/2020
Tripura,116,2,0,118,5/9/2020
Uttar Pradesh,1761,1387,66,3214,5/9/2020
Uttarakhand,16,46,1,63,5/9/2020
West Bengal,1154,364,160,1678,5/9/2020
Andaman and Nicobar Islands,0,33,0,33,5/10/2020
Andhra Pradesh,999,887,44,1930,5/10/2020
Arunachal Pradesh,0,1,0,1,5/10/2020
Assam,27,34,2,63,5/10/2020
Bihar,264,322,5,591,5/10/2020
Chandigarh,143,24,2,169,5/10/2020
Chhattisgarh,16,43,0,59,5/10/2020
Dadar Nagar Haveli,1,0,0,1,5/10/2020
Delhi,4449,2020,73,6542,5/10/2020
Goa,0,7,0,7,5/10/2020
Gujarat,5233,2091,472,7796,5/10/2020
Haryana,376,290,9,675,5/10/2020
Himachal Pradesh,10,38,2,50,5/10/2020
Jammu and Kashmir,459,368,9,836,5/10/2020
Jharkhand,75,78,3,156,5/10/2020
Karnataka,378,386,30,794,5/10/2020
Kerala,16,485,4,505,5/10/2020
Ladakh,25,17,0,42,5/10/2020
Madhya Pradesh,1723,1676,215,3614,5/10/2020
Maharashtra,15649,3800,779,20228,5/10/2020
Manipur,0,2,0,2,5/10/2020
Meghalaya,2,10,1,13,5/10/2020
Mizoram,0,1,0,1,5/10/2020
Odisha,229,63,2,294,5/10/2020
Puducherry,3,6,0,9,5/10/2020
Punjab,1574,157,31,1762,5/10/2020
Rajasthan,1576,2026,106,3708,5/10/2020
Tamil Nadu,4667,1824,44,6535,5/10/2020
Telangana,383,750,30,1163,5/10/2020
Tripura,132,2,0,134,5/10/2020
Uttar Pradesh,1800,1499,74,3373,5/10/2020
Uttarakhand,20,46,1,67,5/10/2020
West Bengal,1243,372,171,1786,5/10/2020
Andaman and Nicobar Islands,0,33,0,33,5/11/2020
Andhra Pradesh,1010,925,45,1980,5/11/2020
Arunachal Pradesh,0,1,0,1,5/11/2020
Assam,27,34,2,63,5/11/2020
Bihar,325,365,6,696,5/11/2020
Chandigarh,143,24,2,169,5/11/2020
Chhattisgarh,10,49,0,59,5/11/2020
Dadar Nagar Haveli,1,0,0,1,5/11/2020
Delhi,4781,2069,73,6923,5/11/2020
Goa,0,7,0,7,5/11/2020
Gujarat,5156,2545,493,8194,5/11/2020
Haryana,393,300,10,703,5/11/2020
Himachal Pradesh,14,39,2,55,5/11/2020
Jammu and Kashmir,469,383,9,861,5/11/2020
Jharkhand,76,78,3,157,5/11/2020
Karnataka,393,424,31,848,5/11/2020
Kerala,19,489,4,512,5/11/2020
Ladakh,21,21,0,42,5/11/2020
Madhya Pradesh,1723,1676,215,3614,5/11/2020
Maharashtra,17140,4199,832,22171,5/11/2020
Manipur,0,2,0,2,5/11/2020
Meghalaya,2,10,1,13,5/11/2020
Mizoram,0,1,0,1,5/11/2020
Odisha,306,68,3,377,5/11/2020
Puducherry,3,6,0,9,5/11/2020
Punjab,1626,166,31,1823,5/11/2020
Rajasthan,1531,2176,107,3814,5/11/2020
Tamil Nadu,5198,1959,47,7204,5/11/2020
Telangana,416,750,30,1196,5/11/2020
Tripura,148,2,0,150,5/11/2020
Uttar Pradesh,1740,1653,74,3467,5/11/2020
Uttarakhand,21,46,1,68,5/11/2020
West Bengal,1337,417,185,1939,5/11/2020
Andaman and Nicobar Islands,0,33,0,33,5/12/2020
Andhra Pradesh,998,975,45,2018,5/12/2020
Arunachal Pradesh,0,1,0,1,5/12/2020
Assam,29,34,2,65,5/12/2020
Bihar,364,377,6,747,5/12/2020
Chandigarh,148,24,2,174,5/12/2020
Chhattisgarh,6,53,0,59,5/12/2020
Dadar Nagar Haveli,1,0,0,1,5/12/2020
Delhi,5031,2129,73,7233,5/12/2020
Goa,0,7,0,7,5/12/2020
Gujarat,5248,2780,513,8541,5/12/2020
Haryana,382,337,11,730,5/12/2020
Himachal Pradesh,18,39,2,59,5/12/2020
Jammu and Kashmir,442,427,10,879,5/12/2020
Jharkhand,79,78,3,160,5/12/2020
Karnataka,405,426,31,862,5/12/2020
Kerala,26,489,4,519,5/12/2020
Ladakh,21,21,0,42,5/12/2020
Madhya Pradesh,1817,1747,221,3785,5/12/2020
Maharashtra,17747,4786,868,23401,5/12/2020
Manipur,0,2,0,2,5/12/2020
Meghalaya,2,10,1,13,5/12/2020
Mizoram,0,1,0,1,5/12/2020
Odisha,326,85,3,414,5/12/2020
Puducherry,6,6,0,12,5/12/2020
Punjab,1678,168,31,1877,5/12/2020
Rajasthan,1611,2264,113,3988,5/12/2020
Tamil Nadu,5898,2051,53,8002,5/12/2020
Telangana,445,800,30,1275,5/12/2020
Tripura,150,2,0,152,5/12/2020
Uttar Pradesh,1735,1758,80,3573,5/12/2020
Uttarakhand,21,46,1,68,5/12/2020
West Bengal,1374,499,190,2063,5/12/2020
Andaman and Nicobar Islands,0,33,0,33,5/13/2020
Andhra Pradesh,988,1056,46,2090,5/13/2020
Arunachal Pradesh,0,1,0,1,5/13/2020
Assam,24,39,2,65,5/13/2020
Bihar,442,383,6,831,5/13/2020
Chandigarh,156,28,3,187,5/13/2020
Chhattisgarh,5,54,0,59,5/13/2020
Dadar Nagar Haveli,1,0,0,1,5/13/2020
Delhi,5041,2512,86,7639,5/13/2020
Goa,0,7,0,7,5/13/2020
Gujarat,5120,3246,537,8903,5/13/2020
Haryana,427,342,11,780,5/13/2020
Himachal Pradesh,24,39,2,65,5/13/2020
Jammu and Kashmir,469,455,10,934,5/13/2020
Jharkhand,90,79,3,172,5/13/2020
Karnataka,461,433,31,925,5/13/2020
Kerala,31,489,4,524,5/13/2020
Ladakh,21,21,0,42,5/13/2020
Madhya Pradesh,1901,1860,225,3986,5/13/2020
Maharashtra,18381,5125,921,24427,5/13/2020
Manipur,0,2,0,2,5/13/2020
Meghalaya,2,10,1,13,5/13/2020
Mizoram,0,1,0,1,5/13/2020
Odisha,318,116,3,437,5/13/2020
Puducherry,3,9,1,13,5/13/2020
Punjab,1711,171,32,1914,5/13/2020
Rajasthan,1631,2378,117,4126,5/13/2020
Tamil Nadu,6523,2134,61,8718,5/13/2020
Telangana,464,830,32,1326,5/13/2020
Tripura,152,2,0,154,5/13/2020
Uttar Pradesh,1709,1873,82,3664,5/13/2020
Uttarakhand,22,46,1,69,5/13/2020
West Bengal,1363,612,198,2173,5/13/2020
Andaman and Nicobar Islands,0,33,0,33,5/14/2020
Andhra Pradesh,948,1142,47,2137,5/14/2020
Arunachal Pradesh,0,1,0,1,5/14/2020
Assam,39,39,2,80,5/14/2020
Bihar,545,388,7,940,5/14/2020
Chandigarh,156,28,3,187,5/14/2020
Chhattisgarh,4,55,0,59,5/14/2020
Dadar Nagar Haveli,1,0,0,1,5/14/2020
Delhi,5034,2858,106,7998,5/14/2020
Goa,0,7,0,7,5/14/2020
Gujarat,5139,3562,566,9267,5/14/2020
Haryana,364,418,11,793,5/14/2020
Himachal Pradesh,25,39,2,66,5/14/2020
Jammu and Kashmir,494,466,11,971,5/14/2020
Jharkhand,91,79,3,173,5/14/2020
Karnataka,475,451,33,959,5/14/2020
Kerala,40,490,4,534,5/14/2020
Ladakh,21,22,0,43,5/14/2020
Madhya Pradesh,1937,2004,232,4173,5/14/2020
Maharashtra,19400,5547,975,25922,5/14/2020
Manipur,0,2,0,2,5/14/2020
Meghalaya,2,10,1,13,5/14/2020
Mizoram,0,1,0,1,5/14/2020
Odisha,392,143,3,538,5/14/2020
Puducherry,3,9,1,13,5/14/2020
Punjab,1692,200,32,1924,5/14/2020
Rajasthan,1748,2459,121,4328,5/14/2020
Tamil Nadu,6987,2176,64,9227,5/14/2020
Telangana,393,940,34,1367,5/14/2020
Tripura,139,16,0,155,5/14/2020
Uttar Pradesh,1744,1902,83,3729,5/14/2020
Uttarakhand,25,46,1,72,5/14/2020
West Bengal,1381,702,207,2290,5/14/2020
Andaman and Nicobar Islands,0,33,0,33,5/15/2020
Andhra Pradesh,965,1192,48,2205,5/15/2020
Arunachal Pradesh,0,1,0,1,5/15/2020
Assam,46,39,2,87,5/15/2020
Bihar,576,411,7,994,5/15/2020
Chandigarh,151,37,3,191,5/15/2020
Chhattisgarh,4,56,0,60,5/15/2020
Dadar Nagar Haveli,1,0,0,1,5/15/2020
Delhi,5310,3045,115,8470,5/15/2020
Goa,7,7,0,14,5/15/2020
Gujarat,5252,3753,586,9591,5/15/2020
Haryana,368,439,11,818,5/15/2020
Himachal Pradesh,33,39,2,74,5/15/2020
Jammu and Kashmir,487,485,11,983,5/15/2020
Jharkhand,107,87,3,197,5/15/2020
Karnataka,492,460,35,987,5/15/2020
Kerala,65,491,4,560,5/15/2020
Ladakh,21,22,0,43,5/15/2020
Madhya Pradesh,2018,2171,237,4426,5/15/2020
Maharashtra,20446,6059,1019,27524,5/15/2020
Manipur,1,2,0,3,5/15/2020
Meghalaya,1,11,1,13,5/15/2020
Mizoram,0,1,0,1,5/15/2020
Odisha,450,158,3,611,5/15/2020
Puducherry,3,9,1,13,5/15/2020
Punjab,1680,223,32,1935,5/15/2020
Rajasthan,1829,2580,125,4534,5/15/2020
Tamil Nadu,7368,2240,66,9674,5/15/2020
Telangana,430,950,34,1414,5/15/2020
Tripura,127,29,0,156,5/15/2020
Uttar Pradesh,1742,2072,88,3902,5/15/2020
Uttarakhand,27,50,1,78,5/15/2020
West Bengal,1394,768,215,2377,5/15/2020
Andaman and Nicobar Islands,0,33,0,33,5/16/2020
Andhra Pradesh,1007,1252,48,2307,5/16/2020
Arunachal Pradesh,0,1,0,1,5/16/2020
Assam,47,41,2,90,5/16/2020
Bihar,573,438,7,1018,5/16/2020
Chandigarh,151,37,3,191,5/16/2020
Chhattisgarh,10,56,0,66,5/16/2020
Dadar Nagar Haveli,1,0,0,1,5/16/2020
Delhi,5254,3518,123,8895,5/16/2020
Goa,8,7,0,15,5/16/2020
Gujarat,5290,4035,606,9931,5/16/2020
Haryana,368,439,11,818,5/16/2020
Himachal Pradesh,34,39,3,76,5/16/2020
Jammu and Kashmir,489,513,11,1013,5/16/2020
Jharkhand,113,87,3,203,5/16/2020
Karnataka,540,480,36,1056,5/16/2020
Kerala,80,492,4,576,5/16/2020
Ladakh,21,22,0,43,5/16/2020
Madhya Pradesh,2073,2283,239,4595,5/16/2020
Maharashtra,21468,6564,1068,29100,5/16/2020
Manipur,1,2,0,3,5/16/2020
Meghalaya,1,11,1,13,5/16/2020
Mizoram,0,1,0,1,5/16/2020
Odisha,503,166,3,672,5/16/2020
Puducherry,3,9,1,13,5/16/2020
Punjab,1598,305,32,1935,5/16/2020
Rajasthan,1925,2677,125,4727,5/16/2020
Tamil Nadu,7438,2599,71,10108,5/16/2020
Telangana,461,959,34,1454,5/16/2020
Tripura,114,42,0,156,5/16/2020
Uttar Pradesh,1797,2165,95,4057,5/16/2020
Uttarakhand,30,51,1,82,5/16/2020
West Bengal,1407,829,225,2461,5/16/2020
Andaman and Nicobar Islands,0,33,0,33,5/17/2020
Andhra Pradesh,953,1353,49,2355,5/17/2020
Arunachal Pradesh,0,1,0,1,5/17/2020
Assam,49,41,2,92,5/17/2020
Bihar,719,453,7,1179,5/17/2020
Chandigarh,137,51,3,191,5/17/2020
Chhattisgarh,11,56,0,67,5/17/2020
Dadar Nagar Haveli,1,0,0,1,5/17/2020
Delhi,5278,3926,129,9333,5/17/2020
Goa,10,7,0,17,5/17/2020
Gujarat,6055,4308,625,10988,5/17/2020
Haryana,360,514,13,887,5/17/2020
Himachal Pradesh,32,43,3,78,5/17/2020
Jammu and Kashmir,567,542,12,1121,5/17/2020
Jharkhand,101,113,3,217,5/17/2020
Karnataka,560,496,36,1092,5/17/2020
Kerala,88,495,4,587,5/17/2020
Ladakh,21,22,0,43,5/17/2020
Madhya Pradesh,2231,2315,243,4789,5/17/2020
Maharashtra,22483,7088,1135,30706,5/17/2020
Manipur,5,2,0,7,5/17/2020
Meghalaya,1,11,1,13,5/17/2020
Mizoram,0,1,0,1,5/17/2020
Odisha,538,196,3,737,5/17/2020
Puducherry,3,9,1,13,5/17/2020
Punjab,657,1257,32,1946,5/17/2020
Rajasthan,1995,2839,126,4960,5/17/2020
Tamil Nadu,6973,3538,74,10585,5/17/2020
Telangana,504,971,34,1509,5/17/2020
Tripura,103,64,0,167,5/17/2020
Uttar Pradesh,1713,2441,104,4258,5/17/2020
Uttarakhand,36,51,1,88,5/17/2020
West Bengal,1472,872,232,2576,5/17/2020
Andaman and Nicobar Islands,0,33,0,33,5/18/2020
Andhra Pradesh,901,1456,50,2407,5/18/2020
Arunachal Pradesh,0,1,0,1,5/18/2020
Assam,58,41,2,101,5/18/2020
Bihar,779,475,8,1262,5/18/2020
Chandigarh,137,51,3,191,5/18/2020
Chhattisgarh,27,59,0,86,5/18/2020
Dadar Nagar Haveli,1,0,0,1,5/18/2020
Delhi,5409,4485,160,10054,5/18/2020
Goa,22,7,0,29,5/18/2020
Gujarat,6221,4499,659,11379,5/18/2020
Haryana,334,562,14,910,5/18/2020
Himachal Pradesh,33,44,3,80,5/18/2020
Jammu and Kashmir,595,575,13,1183,5/18/2020
Jharkhand,107,113,3,223,5/18/2020
Karnataka,601,509,37,1147,5/18/2020
Kerala,100,497,4,601,5/18/2020
Ladakh,19,24,0,43,5/18/2020
Madhya Pradesh,2326,2403,248,4977,5/18/2020
Maharashtra,24167,7688,1198,33053,5/18/2020
Manipur,5,2,0,7,5/18/2020
Meghalaya,1,11,1,13,5/18/2020
Mizoram,0,1,0,1,5/18/2020
Odisha,604,220,4,828,5/18/2020
Puducherry,3,9,1,13,5/18/2020
Punjab,563,1366,35,1964,5/18/2020
Rajasthan,2079,2992,131,5202,5/18/2020
Tamil Nadu,6974,4172,78,11224,5/18/2020
Telangana,525,992,34,1551,5/18/2020
Tripura,82,85,0,167,5/18/2020
Uttar Pradesh,1714,2441,104,4259,5/18/2020
Uttarakhand,39,52,1,92,5/18/2020
West Bengal,1480,959,238,2677,5/18/2020
Andaman and Nicobar Islands,0,33,0,33,5/19/2020
Andhra Pradesh,872,1552,50,2474,5/19/2020
Arunachal Pradesh,0,1,0,1,5/19/2020
Assam,64,41,2,107,5/19/2020
Bihar,888,494,9,1391,5/19/2020
Chandigarh,139,54,3,196,5/19/2020
Chhattisgarh,34,59,0,93,5/19/2020
Dadar Nagar Haveli,1,0,0,1,5/19/2020
Delhi,5401,4485,168,10054,5/19/2020
Goa,31,7,0,38,5/19/2020
Gujarat,6247,4804,694,11745,5/19/2020
Haryana,316,598,14,928,5/19/2020
Himachal Pradesh,43,44,3,90,5/19/2020
Jammu and Kashmir,665,609,15,1289,5/19/2020
Jharkhand,107,113,3,223,5/19/2020
Karnataka,679,530,37,1246,5/19/2020
Kerala,129,497,4,630,5/19/2020
Ladakh,2,41,0,43,5/19/2020
Madhya Pradesh,2549,2435,252,5236,5/19/2020
Maharashtra,25372,8437,1249,35058,5/19/2020
Manipur,5,2,0,7,5/19/2020
Meghalaya,1,11,1,13,5/19/2020
Mizoram,0,1,0,1,5/19/2020
Odisha,652,220,4,876,5/19/2020
Puducherry,8,9,1,18,5/19/2020
Punjab,396,1547,37,1980,5/19/2020
Rajasthan,2151,3218,138,5507,5/19/2020
Tamil Nadu,7273,4406,81,11760,5/19/2020
Telangana,562,1000,35,1597,5/19/2020
Tripura,82,85,0,167,5/19/2020
Uttar Pradesh,1704,2783,118,4605,5/19/2020
Uttarakhand,40,52,1,93,5/19/2020
West Bengal,1575,1006,244,2825,5/19/2020
Andaman and Nicobar Islands,0,33,0,33,5/20/2020
Andhra Pradesh,859,1621,52,2532,5/20/2020
Arunachal Pradesh,0,1,0,1,5/20/2020
Assam,97,41,4,142,5/20/2020
Bihar,955,534,9,1498,5/20/2020
Chandigarh,140,57,3,200,5/20/2020
Chhattisgarh,42,59,0,101,5/20/2020
Dadar Nagar Haveli,1,0,0,1,5/20/2020
Delhi,5636,4750,168,10554,5/20/2020
Goa,39,7,0,46,5/20/2020
Gujarat,6378,5043,719,12140,5/20/2020
Haryana,323,627,14,964,5/20/2020
Himachal Pradesh,42,47,3,92,5/20/2020
Jammu and Kashmir,647,653,17,1317,5/20/2020
Jharkhand,101,127,3,231,5/20/2020
Karnataka,813,544,40,1397,5/20/2020
Kerala,141,497,4,642,5/20/2020
Ladakh,0,43,0,43,5/20/2020
Madhya Pradesh,2577,2630,258,5465,5/20/2020
Maharashtra,26172,9639,1325,37136,5/20/2020
Manipur,7,2,0,9,5/20/2020
Meghalaya,0,12,1,13,5/20/2020
Mizoram,0,1,0,1,5/20/2020
Odisha,696,277,5,978,5/20/2020
Puducherry,8,9,1,18,5/20/2020
Punjab,322,1642,38,2002,5/20/2020
Rajasthan,2365,3337,143,5845,5/20/2020
Tamil Nadu,7469,4895,84,12448,5/20/2020
Telangana,586,1010,38,1634,5/20/2020
Tripura,57,116,0,173,5/20/2020
Uttar Pradesh,1885,2918,123,4926,5/20/2020
Uttarakhand,58,52,1,111,5/20/2020
West Bengal,1637,1074,250,2961,5/20/2020
Andaman and Nicobar Islands,0,33,0,33,5/21/2020
Andhra Pradesh,909,1640,53,2602,5/21/2020
Arunachal Pradesh,0,1,0,1,5/21/2020
Assam,118,48,4,170,5/21/2020
Bihar,1093,571,10,1674,5/21/2020
Chandigarh,142,57,3,202,5/21/2020
Chhattisgarh,56,59,0,115,5/21/2020
Dadar Nagar Haveli,1,0,0,1,5/21/2020
Delhi,5720,5192,176,11088,5/21/2020
Goa,43,7,0,50,5/21/2020
Gujarat,6569,5219,749,12537,5/21/2020
Haryana,331,648,14,993,5/21/2020
Himachal Pradesh,53,54,3,110,5/21/2020
Jammu and Kashmir,694,678,18,1390,5/21/2020
Jharkhand,101,127,3,231,5/21/2020
Karnataka,865,556,41,1462,5/21/2020
Kerala,160,502,4,666,5/21/2020
Ladakh,1,43,0,44,5/21/2020
Madhya Pradesh,2735,2733,267,5735,5/21/2020
Maharashtra,27589,10318,1390,39297,5/21/2020
Manipur,23,2,0,25,5/21/2020
Meghalaya,1,12,1,14,5/21/2020
Mizoram,0,1,0,1,5/21/2020
Odisha,739,307,6,1052,5/21/2020
Puducherry,9,9,0,18,5/21/2020
Punjab,173,1794,38,2005,5/21/2020
Rajasthan,2464,3404,147,6015,5/21/2020
Tamil Nadu,7222,5882,87,13191,5/21/2020
Telangana,606,1015,40,1661,5/21/2020
Tripura,40,133,0,173,5/21/2020
Uttar Pradesh,1982,3066,127,5175,5/21/2020
Uttarakhand,68,53,1,122,5/21/2020
West Bengal,1714,1136,253,3103,5/21/2020
Andaman and Nicobar Islands,0,33,0,33,5/22/2020
Andhra Pradesh,885,1709,53,2647,5/22/2020
Arunachal Pradesh,0,1,0,1,5/22/2020
Assam,145,54,4,203,5/22/2020
Bihar,1378,593,11,1982,5/22/2020
Chandigarh,75,139,3,217,5/22/2020
Chhattisgarh,69,59,0,128,5/22/2020
Dadar Nagar Haveli,1,0,0,1,5/22/2020
Delhi,5898,5567,194,11659,5/22/2020
Goa,45,7,0,52,5/22/2020
Gujarat,6644,5488,773,12905,5/22/2020
Haryana,335,681,15,1031,5/22/2020
Himachal Pradesh,90,59,3,152,5/22/2020
Jammu and Kashmir,745,684,20,1449,5/22/2020
Jharkhand,158,129,3,290,5/22/2020
Karnataka,993,571,41,1605,5/22/2020
Kerala,176,510,4,690,5/22/2020
Ladakh,1,43,0,44,5/22/2020
Madhya Pradesh,2868,2843,270,5981,5/22/2020
Maharashtra,28462,11726,1454,41642,5/22/2020
Manipur,23,2,0,25,5/22/2020
Meghalaya,1,12,1,14,5/22/2020
Mizoram,0,1,0,1,5/22/2020
Odisha,703,393,7,1103,5/22/2020
Puducherry,10,10,0,20,5/22/2020
Punjab,170,1819,39,2028,5/22/2020
Rajasthan,2591,3485,151,6227,5/22/2020
Tamil Nadu,7591,6282,94,13967,5/22/2020
Telangana,619,1035,45,1699,5/22/2020
Tripura,25,148,0,173,5/22/2020
Uttar Pradesh,2173,3204,138,5515,5/22/2020
Uttarakhand,91,54,1,146,5/22/2020
West Bengal,1745,1193,259,3197,5/22/2020
Andaman and Nicobar Islands,0,33,0,33,5/23/2020
Andhra Pradesh,891,1763,55,2709,5/23/2020
Arunachal Pradesh,0,1,0,1,5/23/2020
Assam,201,54,4,259,5/23/2020
Bihar,1537,629,11,2177,5/23/2020
Chandigarh,37,178,3,218,5/23/2020
Chhattisgarh,110,62,0,172,5/23/2020
Dadar Nagar Haveli,1,0,0,1,5/23/2020
Delhi,6214,5897,208,12319,5/23/2020
Goa,38,16,0,54,5/23/2020
Gujarat,6586,5880,802,13268,5/23/2020
Haryana,345,706,16,1067,5/23/2020
Himachal Pradesh,106,59,3,168,5/23/2020
Jammu and Kashmir,749,720,20,1489,5/23/2020
Jharkhand,169,136,3,308,5/23/2020
Karnataka,1105,597,41,1743,5/23/2020
Kerala,216,512,4,732,5/23/2020
Ladakh,1,43,0,44,5/23/2020
Madhya Pradesh,2809,3089,272,6170,5/23/2020
Maharashtra,30482,12583,1517,44582,5/23/2020
Manipur,24,2,0,26,5/23/2020
Meghalaya,1,12,1,14,5/23/2020
Mizoram,0,1,0,1,5/23/2020
Odisha,746,436,7,1189,5/23/2020
Puducherry,16,10,0,26,5/23/2020
Punjab,143,1847,39,2029,5/23/2020
Rajasthan,2661,3680,153,6494,5/23/2020
Tamil Nadu,7527,7128,98,14753,5/23/2020
Telangana,673,1043,45,1761,5/23/2020
Tripura,23,152,0,175,5/23/2020
Uttar Pradesh,2345,3238,152,5735,5/23/2020
Uttarakhand,96,56,1,153,5/23/2020
West Bengal,1846,1221,265,3332,5/23/2020
Andaman and Nicobar Islands,0,33,0,33,5/24/2020
Andhra Pradesh,892,1809,56,2757,5/24/2020
Arunachal Pradesh,0,1,0,1,5/24/2020
Assam,270,55,4,329,5/24/2020
Bihar,1716,653,11,2380,5/24/2020
Chandigarh,43,179,3,225,5/24/2020
Chhattisgarh,150,64,0,214,5/24/2020
Dadar Nagar Haveli,2,0,0,2,5/24/2020
Delhi,6412,6267,231,12910,5/24/2020
Goa,39,16,0,55,5/24/2020
Gujarat,6666,6169,829,13664,5/24/2020
Haryana,365,750,16,1131,5/24/2020
Himachal Pradesh,121,61,3,185,5/24/2020
Jammu and Kashmir,774,774,21,1569,5/24/2020
Jharkhand,205,141,4,350,5/24/2020
Karnataka,1309,608,42,1959,5/24/2020
Kerala,276,515,4,795,5/24/2020
Ladakh,6,43,0,49,5/24/2020
Madhya Pradesh,2823,3267,281,6371,5/24/2020
Maharashtra,32209,13404,1577,47190,5/24/2020
Manipur,25,4,0,29,5/24/2020
Meghalaya,1,12,1,14,5/24/2020
Mizoram,0,1,0,1,5/24/2020
Odisha,765,497,7,1269,5/24/2020
Puducherry,16,10,0,26,5/24/2020
Punjab,136,1870,39,2045,5/24/2020
